,Term,Documents
6255,scheme,"['117', '235']"
6256,scherer,"['297', '297', '297']"
6257,schlang,"['045', '045', '045', '045', '045']"
6258,schlecht,"['269', '269', '269']"
6259,schlumberg,['431']
6260,schneider,"['028', '028']"
6261,school,['382']
6262,schult,"['070', '070', '070', '070', '105', '105']"
6263,scienc,['278']
6264,scientif,['309']
6265,scientist,"['131', '131']"
6266,scope,['496']
6267,score,['265']
6268,scott,"['070', '105', '287', '287', '287']"
6269,scowcroft,['028']
6270,screen,['150']
6271,sdame,['444']
6272,sdi,['202']
6273,sea,"['141', '141', '156', '156', '318', '382', '382', '399', '499']"
6274,seadrift,['113']
6275,seafar,"['205', '205']"
6276,seaga,"['138', '138', '138']"
6277,seali,"['012', '012']"
6278,seaman,"['266', '266', '266', '266', '266', '437', '437', '437', '437', '437', '437', '437', '437', '437', '437', '437', '437', '437', '437', '437', '437']"
6279,sear,['490']
6280,search,['131']
6281,season,"['001', '029', '093', '099', '243', '305', '322', '343', '343', '343', '343', '362', '377', '410', '433', '433', '483']"
6282,seasonally adjust,['313']
6283,seat,"['261', '261', '379', '475', '475']"
6284,sec,"['004', '004', '016', '016', '223', '352']"
6285,second,"['023', '056', '060', '078', '080', '097', '111', '123', '141', '153', '154', '156', '208', '208', '261', '265', '318', '318', '318', '318', '322', '349', '382', '386', '386', '432', '437', '446', '487', '496', '498']"
6286,second largest,['078']
6287,secondari,"['034', '090', '494', '494', '494']"
6288,secret,['269']
6289,secretari,"['028', '028', '028', '043', '136', '136', '136', '136', '202', '202', '230', '259', '269', '269', '281', '281', '302', '315', '315', '340', '431', '431', '463', '492', '492', '495', '495', '497', '497']"
6290,section,"['059', '128', '247', '383']"
6291,sector,"['054', '102', '133', '133', '134', '134', '134', '153', '210', '235', '235', '272', '302', '308', '308', '308', '348', '372', '392', '399', '436', '436', '454', '496', '496']"
6292,secur,"['004', '004', '007', '008', '015', '016', '016', '028', '032', '035', '055', '091', '097', '098', '098', '123', '123', '124', '129', '135', '135', '150', '157', '158', '158', '171', '176', '183', '185', '185', '187', '202', '223', '233', '239', '259', '262', '262', '266', '283', '297', '310', '319', '319', '319', '319', '351', '352', '352', '376', '376', '389', '389', '431', '435', '435', '435', '435', '461', '465', '465', '465', '469', '476', '495']"
6293,sedio,"['010', '010']"
6294,see,"['004', '016', '018', '040', '054', '054', '064', '078', '098', '107', '111', '123', '123', '127', '127', '155', '172', '174', '180', '198', '202', '207', '207', '208', '224', '262', '262', '268', '292', '302', '374', '376', '376', '438', '448', '448', '457', '462', '494', '497']"
6295,seed,['438']
6296,seek,"['029', '031', '061', '063', '063', '128', '136', '150', '155', '235', '235', '242', '254', '264', '307', '314', '314', '314', '314', '340', '349', '349', '351', '376', '376', '390', '392', '422', '422', '422', '426', '426', '457', '463', '489']"
6297,seeker,['157']
6298,seem,"['001', '047', '116', '195', '262', '495']"
6299,segment,['008']
6300,seixa,"['492', '492', '492']"
6301,seizur,['095']
6302,sekiyu,['380']
6303,sekiyukagaku,['380']
6304,select,"['103', '111', '191', '226', '226']"
6305,self contain,['021']
6306,self help,['134']
6307,sell,"['001', '001', '001', '004', '010', '016', '033', '033', '034', '035', '061', '064', '064', '087', '091', '098', '098', '098', '098', '107', '107', '107', '111', '119', '130', '130', '133', '133', '135', '135', '140', '183', '197', '197', '206', '206', '209', '222', '232', '232', '241', '241', '243', '256', '259', '259', '290', '290', '290', '292', '305', '305', '305', '324', '324', '343', '348', '348', '348', '351', '354', '359', '376', '376', '376', '389', '389', '396', '416', '426', '433', '433', '433', '439', '439', '446', '454', '461', '472', '473', '473', '497']"
6308,seller,['029']
6309,semi annu,"['143', '146', '146', '314', '466']"
6310,semi independ,['494']
6311,semi publ,['372']
6312,semi st,['397']
6313,semiannu,['464']
6314,semiconductor,"['431', '431']"
6315,semolina,"['152', '152', '152', '152']"
6316,sen,"['020', '032', '051', '055', '061', '095', '098', '136', '195', '234', '322', '463', '463', '488', '494']"
6317,senat,"['020', '028', '028', '032', '051', '055', '061', '061', '061', '128', '136', '136', '234', '247', '340', '340', '340', '340', '340', '340', '340', '340', '409', '409', '409', '409', '463', '463', '463', '463', '463', '463', '463', '463', '494', '494', '495']"
6318,send,"['202', '266']"
6319,senior,"['008', '026', '026', '061', '149', '183', '183', '196', '196', '196', '202', '241', '261', '265', '304', '307', '307', '314', '314', '351', '351', '352', '383', '418', '451', '454', '466', '492', '497']"
6320,sensit,"['139', '254', '350']"
6321,sent,"['020', '317', '492']"
6322,sentenc,"['117', '117', '269']"
6323,sentiment,['208']
6324,seoul,['432']
6325,separ,"['097', '134', '158', '202', '208']"
6326,sept,"['001', '001', '061']"
6327,sept/dec,['059']
6328,sept/nov,['059']
6329,septemb,"['042', '057', '070', '105', '134', '143', '208', '261', '323', '323', '376', '421', '421', '433', '438', '445', '446', '458', '471', '471']"
6330,sequoia,['430']
6331,seren,['498']
6332,seri,"['083', '083', '129', '134', '257', '445', '476']"
6333,seriou,"['111', '132', '157', '261', '266', '269', '277', '431', '437', '494']"
6334,serious,"['256', '269', '269', '438']"
6335,sernior,['104']
6336,serv,"['231', '277', '493', '495', '495']"
6337,servic,"['004', '008', '016', '044', '046', '047', '066', '098', '098', '102', '102', '123', '126', '130', '130', '142', '142', '148', '194', '196', '210', '210', '242', '265', '265', '270', '283', '283', '284', '287', '287', '290', '314', '319', '327', '327', '356', '356', '358', '365', '385', '390', '390', '408', '408', '409', '445', '496', '496', '499']"
6338,servicemast,['045']
6339,session,"['059', '075', '134', '165', '208', '254', '292', '454']"
6340,set,"['023', '026', '029', '033', '044', '046', '050', '071', '096', '101', '107', '116', '118', '123', '134', '135', '135', '150', '171', '189', '253', '254', '254', '256', '262', '262', '262', '262', '264', '265', '288', '292', '292', '297', '315', '319', '322', '330', '337', '343', '357', '371', '374', '380', '380', '396', '406', '422', '423', '434', '435', '451', '451', '458', '458', '464', '471', '499']"
6341,set asid,['249']
6342,set up,['494']
6343,settl,"['136', '301']"
6344,settlement,"['330', '377']"
6345,seven,"['008', '012', '013', '023', '056', '061', '124', '135', '225', '236', '273', '277', '293', '381', '458', '466']"
6346,seven week,['095']
6347,sever,"['004', '016', '026', '098', '123', '136', '139', '154', '154', '243', '254', '265', '265', '277', '277', '287', '304', '305', '311', '314', '320', '322', '383', '385', '445', '454', '494', '496', '497', '498', '498']"
6348,severest,['095']
6349,sevic,['045']
6350,sfcp,['119']
6351,sgc,"['214', '216']"
6352,sgep.p,['153']
6353,shade,['438']
6354,shall,['421']
6355,sham,['061']
6356,shamrock,"['178', '178', '334', '334', '334']"
6357,shandong,['371']
6358,shanghai,"['067', '140', '197']"
6359,shape,['139']
6360,share,"['009', '009', '010', '010', '010', '010', '010', '012', '018', '018', '018', '018', '023', '023', '023', '023', '023', '023', '033', '033', '033', '033', '034', '034', '034', '040', '041', '041', '045', '045', '045', '045', '045', '045', '056', '056', '066', '070', '070', '070', '070', '074', '082', '090', '090', '091', '091', '091', '091', '101', '101', '101', '104', '105', '105', '105', '105', '105', '107', '108', '111', '119', '119', '124', '124', '124', '124', '124', '129', '129', '129', '129', '129', '129', '130', '130', '137', '162', '162', '162', '169', '176', '176', '176', '179', '179', '180', '186', '187', '188', '189', '192', '195', '195', '195', '195', '196', '196', '197', '197', '197', '197', '201', '201', '201', '201', '201', '201', '201', '201', '201', '201', '201', '201', '201', '201', '201', '208', '209', '213', '217', '217', '217', '217', '217', '220', '223', '223', '224', '224', '224', '226', '226', '226', '227', '228', '228', '233', '233', '233', '250', '252', '252', '252', '257', '257', '257', '260', '261', '261', '261', '261', '263', '263', '263', '263', '263', '270', '271', '271', '275', '278', '278', '286', '287', '289', '293', '293', '293', '293', '294', '295', '296', '297', '297', '297', '297', '297', '298', '298', '305', '310', '310', '322', '325', '325', '325', '325', '325', '325', '325', '325', '327', '333', '333', '333', '333', '333', '336', '336', '336', '336', '336', '344', '351', '358', '376', '379', '379', '387', '391', '391', '394', '394', '396', '396', '399', '399', '402', '402', '402', '404', '405', '412', '415', '423', '423', '434', '434', '434', '434', '439', '439', '439', '439', '439', '439', '439', '441', '441', '441', '441', '441', '441', '441', '443', '445', '445', '445', '446', '446', '449', '461', '461', '464', '464', '465', '466', '466', '466', '469', '469', '469', '469', '476', '476', '476', '476', '476', '486', '486', '489', '490', '490', '496', '498']"
6361,share out,['075']
6362,sharehold,"['009', '009', '018', '034', '037', '040', '040', '101', '117', '120', '124', '157', '179', '179', '188', '197', '201', '220', '251', '252', '252', '261', '261', '261', '261', '264', '270', '294', '295', '308', '346', '368', '379', '379', '396', '423', '434', '434', '441', '441', '441', '441', '446', '465', '465', '466', '466', '486', '486']"
6363,sharesd,['217']
6364,sharp,"['203', '262', '269', '399', '437', '496']"
6365,sharpest,['281']
6366,sharpli,"['111', '269', '281', '399', '399']"
6367,shave,"['126', '457']"
6368,shearson,"['025', '025', '025', '035', '098', '098', '098', '098', '098', '098', '098', '098', '098', '098', '098', '098', '123', '135', '135', '135', '135', '135', '493', '493']"
6369,shelf,"['185', '185', '187', '187']"
6370,shell,"['399', '399', '399', '399']"
6371,shelv,['265']
6372,shenzhen,['318']
6373,shibiao,['230']
6374,shield,"['164', '170', '282', '282', '379']"
6375,shift,"['207', '376', '377', '448']"
6376,shill,['284']
6377,ship,"['049', '049', '057', '059', '156', '200', '200', '205', '205', '266', '266', '316', '336', '336', '376', '376', '378', '382', '382', '383', '408', '437']"
6378,shipbuild,"['153', '376', '376', '376', '376', '376', '376', '381', '436']"
6379,shipment,"['001', '001', '006', '019', '054', '109', '152', '200', '200', '268', '383']"
6380,shipown,"['266', '437', '437']"
6381,shipper,"['001', '001']"
6382,shock,"['004', '016', '026', '350']"
6383,shop,"['020', '107', '160', '160']"
6384,shopp,['485']
6385,short,"['028', '046', '046', '078', '123', '133', '205', '218', '259', '379', '387', '449', '487']"
6386,short term,"['111', '185', '379', '492', '492', '498', '498']"
6387,shortag,"['047', '047', '078', '110', '110', '165', '215', '266', '306', '329', '450']"
6388,shortfal,"['042', '075', '255']"
6389,shortli,"['028', '227', '234']"
6390,shot,['045']
6391,show,"['004', '004', '006', '006', '016', '016', '028', '122', '122', '133', '133', '174', '174', '208', '230', '234', '234', '235', '255', '268', '277', '305', '367', '379', '405', '448', '451', '462', '487', '496']"
6392,shower,['001']
6393,shp,['160']
6394,shr,"['011', '011', '013', '013', '013', '013', '013', '013', '014', '014', '024', '024', '027', '027', '027', '037', '037', '038', '038', '038', '038', '041', '041', '065', '065', '065', '066', '066', '066', '066', '074', '074', '081', '081', '090', '092', '092', '092', '115', '115', '115', '115', '115', '120', '120', '140', '140', '140', '140', '140', '159', '159', '164', '164', '166', '167', '167', '168', '168', '168', '168', '170', '177', '177', '182', '184', '184', '186', '192', '192', '193', '193', '199', '199', '213', '213', '219', '219', '221', '221', '221', '225', '236', '236', '236', '237', '238', '240', '245', '245', '245', '250', '250', '257', '257', '271', '275', '275', '280', '280', '299', '299', '309', '309', '309', '335', '335', '335', '336', '336', '336', '336', '341', '341', '358', '358', '363', '365', '365', '366', '366', '370', '370', '370', '370', '370', '393', '393', '412', '412', '412', '415', '417', '417', '417', '417', '474', '478', '485', '485', '500', '500']"
6395,shrank,['494']
6396,shrink,['496']
6397,shultz,"['028', '043', '043', '043', '136', '202', '202', '230', '495', '495']"
6398,shut,"['194', '194', '382', '382', '399']"
6399,shutdown,['266']
6400,shuttl,['488']
6401,siberia,['126']
6402,sick,"['207', '448']"
6403,sickl,"['139', '139', '139', '139']"
6404,sickle lik,['139']
6405,side,"['202', '202', '207', '230', '379', '399', '441', '448', '497']"
6406,sie,['365']
6407,sieg.f,['154']
6408,siemen,"['154', '242', '242', '353', '353']"
6409,sienna,['151']
6410,sierra,['365']
6411,sign,"['021', '026', '026', '054', '067', '106', '122', '142', '210', '249', '255', '255', '270', '318', '318', '342', '342', '353', '371', '388', '391', '391', '406', '407', '407', '441', '496']"
6412,sign up,['249']
6413,signal,"['145', '145', '208', '328', '328', '457', '495']"
6414,signific,"['008', '029', '131', '208', '261', '295', '333', '439', '445', '477', '487', '494']"
6415,significantli,"['267', '444']"
6416,signup,"['122', '122', '122', '249']"
6417,sikorski,['499']
6418,sila,"['195', '195', '195', '195']"
6419,silent,['098']
6420,simao,['326']
6421,similar,"['004', '016', '039', '208', '340', '463']"
6422,simpli,"['153', '495']"
6423,simultan,['242']
6424,sinc,"['001', '028', '029', '043', '047', '098', '098', '106', '111', '116', '124', '124', '145', '146', '156', '173', '197', '231', '231', '243', '243', '249', '261', '269', '281', '284', '292', '305', '305', '314', '318', '318', '320', '328', '343', '357', '367', '377', '386', '437', '437', '444', '445', '448', '451', '495']"
6425,sincgar,['357']
6426,singapor,"['114', '200']"
6427,singer,"['129', '133', '133', '133', '233']"
6428,singl,"['097', '163', '180', '207', '265', '357', '448', '482', '497']"
6429,single famili,['343']
6430,sink,"['083', '083', '359', '359', '359', '454']"
6431,sir,['107']
6432,sisti,['119']
6433,sit,['314']
6434,site,"['142', '350', '350', '350']"
6435,situat,"['047', '123', '123', '123', '123', '218', '218', '266', '269', '272', '322', '379', '494']"
6436,six,"['013', '013', '013', '056', '078', '090', '097', '120', '123', '126', '133', '140', '156', '160', '171', '184', '198', '208', '208', '257', '257', '258', '262', '292', '294', '298', '299', '309', '315', '365', '383', '391', '405', '439', '451', '451', '464', '474', '474', '486']"
6437,sixth,['078']
6438,size,"['106', '265', '267', '435']"
6439,sketch,['265']
6440,skirt,['028']
6441,skp,['446']
6442,slacken,"['268', '292']"
6443,slash,['376']
6444,slate,"['043', '491']"
6445,slaughter,"['442', '442', '442']"
6446,slb,['431']
6447,sle,['228']
6448,sleeper,['158']
6449,slide,"['207', '292', '314', '383', '448']"
6450,slight,"['262', '496']"
6451,slightli,"['018', '093', '107', '133', '172', '172', '194', '224', '262', '269', '438', '483', '496']"
6452,slimmer,['268']
6453,slip,"['204', '284']"
6454,slm,['094']
6455,sloan,"['133', '133', '133']"
6456,slow,"['045', '160', '207', '207', '207', '234', '262', '269', '269', '367', '377', '377', '448', '448', '448', '496']"
6457,slowdown,"['054', '054', '208', '262', '269', '496']"
6458,slowli,"['207', '448']"
6459,sluggish,"['054', '207', '207', '448', '448']"
6460,small,"['078', '097', '097', '097', '097', '097', '139', '195', '207', '248', '305', '353', '353', '404', '448', '473', '496', '496']"
6461,smallpox,"['131', '131', '131', '131', '131']"
6462,smed,['189']
6463,smith,"['001', '001', '001', '001', '001', '004', '016', '025', '133', '185']"
6464,snow,"['156', '156', '382', '385', '385', '484', '484', '484', '484', '484']"
6465,snowfal,"['385', '385']"
6466,snyder,['045']
6467,so cal,"['202', '409']"
6468,soar,"['047', '207', '265', '448']"
6469,social,"['262', '262', '451']"
6470,socialist,['451']
6471,societ,"['154', '471', '471', '471']"
6472,societi,['218']
6473,soft,"['332', '493']"
6474,soften,['314']
6475,softwar,"['067', '067', '088', '104', '104', '348', '464', '464']"
6476,sole,"['135', '183', '208', '239', '379', '472']"
6477,soley,['218']
6478,solicit,['020']
6479,solidar,['235']
6480,solut,"['235', '242']"
6481,someth,"['078', '210', '218']"
6482,sometim,"['265', '404']"
6483,somewhat,"['028', '496']"
6484,son,['078']
6485,sonatrach,"['493', '493']"
6486,soon,"['218', '255', '259', '292', '314', '375', '408']"
6487,sorg,"['087', '087', '087', '087']"
6488,sorghum,"['005', '006']"
6489,sorri,['028']
6490,sort,"['227', '292']"
6491,sosnoff,"['261', '261', '261', '261', '261', '261', '261', '261', '261', '261', '261']"
6492,sought,"['026', '210', '314', '322', '409', '495']"
6493,sound,"['265', '265']"
6494,sourc,"['021', '021', '150', '150', '150', '150', '150', '153', '154', '154', '155', '155', '155', '195', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '208', '209', '229', '234', '234', '235', '235', '284', '284', '292', '322', '332', '404', '404', '404', '422', '435', '493', '493', '493', '493', '497', '497']"
6495,sourrouil,['302']
6496,south,"['044', '049', '059', '114', '141', '141', '142', '142', '142', '147', '147', '147', '148', '148', '148', '158', '209', '218', '218', '254', '276', '276', '316', '318', '374', '376', '408', '408', '419', '432', '432', '434', '434', '482']"
6497,south east,['318']
6498,southern,"['095', '125', '158', '258', '258', '258', '276', '325', '325', '368', '385', '445', '445', '445', '445', '445']"
6499,southwest,"['342', '406']"
6500,sovereign,['197']
6501,soviet,"['106', '106', '106', '202', '202', '202', '255', '255', '255', '255', '255', '255', '255', '255', '373', '373', '433', '482', '482', '484', '497', '497', '497', '497', '497', '497']"
6502,sow,['379']
6503,soybean,"['006', '006', '006', '069', '069', '069', '069', '249']"
6504,space,"['265', '376']"
6505,spadin,['493']
6506,spain,"['451', '451', '451', '451']"
6507,spanish,"['451', '451']"
6508,spare,['158']
6509,spark,['111']
6510,spbd,['067']
6511,speak,"['138', '208', '218', '256', '269']"
6512,speaker,"['155', '155', '155', '254']"
6513,special,"['041', '050', '050', '068', '082', '101', '134', '139', '149', '149', '265', '376', '404', '489', '489']"
6514,specialist,"['067', '204', '204']"
6515,specialti,"['265', '279', '298', '339']"
6516,specif,"['088', '132', '155', '234', '248', '254', '265', '357', '451']"
6517,specifi,"['004', '016', '135', '301', '376', '495']"
6518,spectroscopi,['353']
6519,specul,"['098', '488']"
6520,speech,"['284', '315', '409', '462']"
6521,speed,"['265', '496']"
6522,spell,['265']
6523,spend,"['054', '054', '054', '155', '194', '268', '268', '284', '376', '377', '377', '451', '459', '461']"
6524,spent,"['310', '350']"
6525,spf,['147']
6526,spin,"['098', '278']"
6527,spinnoff,['098']
6528,spinoff,"['098', '098', '098', '098', '098', '278']"
6529,spirit,['155']
6530,splinter,['075']
6531,split,"['009', '009', '023', '023', '023', '023', '098', '115', '192', '250', '251', '251', '251', '294', '294', '294', '394', '394', '394', '464', '464', '478', '486', '486']"
6532,spoke,"['292', '494']"
6533,spokeman,['097']
6534,spoken,['409']
6535,spokesman,"['004', '016', '080', '080', '097', '097', '097', '097', '111', '114', '121', '121', '121', '123', '123', '123', '142', '142', '208', '211', '246', '246', '246', '246', '246', '263', '266', '276', '286', '318', '318', '320', '374', '375', '375', '383', '392', '392', '392', '397', '397', '426', '426', '428', '433', '433', '435', '458', '462', '494']"
6536,spokeswoman,"['045', '106', '178', '272']"
6537,sponsor,"['158', '422']"
6538,sportswear,['335']
6539,spot,"['001', '094', '305', '493']"
6540,spotlight,"['016', '376', '495']"
6541,spotti,['484']
6542,spread,"['095', '123', '235', '302']"
6543,sprigg,['292']
6544,spring,['229']
6545,springboard,"['067', '067', '067']"
6546,spun off,['278']
6547,spur,"['268', '437']"
6548,sq,['318']
6549,squar,"['088', '095']"
6550,squeez,"['314', '383']"
6551,srd,['002']
6552,srg,['087']
6553,sri,['426']
6554,ssbk,['360']
6555,ssw,['104']
6556,st,"['059', '059', '402', '405', '440', '446', '452']"
6557,stabil,"['269', '269', '315', '462', '496', '498']"
6558,stabilis,"['116', '208', '269', '399']"
6559,stabl,"['040', '462', '496']"
6560,staff,"['028', '264', '495', '495', '495']"
6561,stage,"['001', '107', '209', '264', '349', '349', '376', '425', '425', '441', '451']"
6562,stake,"['015', '078', '078', '091', '091', '106', '154', '154', '176', '176', '176', '220', '220', '233', '233', '261', '278', '351', '351', '351', '355', '355', '376', '392', '392', '392', '392', '392', '434', '439', '439', '439', '441']"
6563,stalem,['322']
6564,stamm,['298']
6565,stamp,['026']
6566,stanc,['208']
6567,stand,"['001', '004', '004', '016', '016', '028']"
6568,stand bi,['498']
6569,standard,"['002', '002', '002', '002', '040', '040', '040', '089', '128', '147', '147', '147', '147', '147', '239', '246', '247', '254', '265', '304', '304', '307', '359', '445', '454', '469', '469', '469']"
6570,standstil,['382']
6571,stanley,"['387', '449']"
6572,start,"['078', '078', '107', '126', '142', '150', '163', '172', '191', '201', '217', '217', '261', '261', '265', '266', '268', '272', '342', '350', '359', '377', '377', '378', '385', '406', '443', '451', '471', '490']"
6573,starter,['348']
6574,state,"['028', '028', '043', '044', '121', '122', '122', '122', '136', '136', '136', '136', '153', '158', '200', '202', '202', '202', '203', '208', '230', '230', '254', '254', '255', '256', '261', '261', '264', '264', '266', '269', '269', '284', '302', '326', '326', '340', '340', '340', '343', '383', '385', '387', '395', '397', '397', '397', '408', '408', '419', '419', '419', '425', '428', '431', '432', '436', '441', '449', '451', '454', '459', '463', '463', '463', '463', '493', '495', '498']"
6575,state chart,['147']
6576,state control,['148']
6577,state own,"['142', '153', '154', '162', '205', '308']"
6578,state run,"['158', '322']"
6579,statement,"['007', '015', '020', '045', '061', '061', '062', '063', '080', '095', '095', '095', '097', '097', '129', '134', '134', '149', '150', '171', '180', '183', '209', '264', '281', '314', '314', '314', '320', '364', '386', '395', '428', '433', '434', '435', '439', '441', '441', '441', '441', '441', '441', '446', '498', '498', '498']"
6580,statew,['095']
6581,station,"['059', '060', '078', '142', '266']"
6582,stationeri,['375']
6583,statist,"['048', '093', '210', '313', '347', '347', '367', '372', '483', '483']"
6584,statu,"['123', '230']"
6585,stauffer,['227']
6586,stay,"['349', '382', '399', '451']"
6587,steadi,"['059', '116', '195']"
6588,stearn,"['021', '021', '025', '025']"
6589,steel,"['008', '039', '070', '174', '194', '194', '194', '415', '416', '416', '436', '476', '476']"
6590,steep,['180']
6591,steeper,"['207', '448']"
6592,steer,"['060', '302', '302']"
6593,stem,"['150', '208', '314', '431', '497']"
6594,step,"['195', '195', '195', '217', '265', '379', '387', '449', '495']"
6595,stephen,"['028', '034', '242']"
6596,stereo,['265']
6597,steril,['277']
6598,sterl,"['104', '104', '157', '157', '259', '259', '271', '271', '273']"
6599,steven,"['340', '404', '463']"
6600,stg,"['107', '107', '107', '110', '110', '110', '110', '110', '165', '165', '165', '165', '165', '165', '165', '204', '204', '204', '204', '204', '209', '209', '215', '215', '215', '215', '227', '273', '273', '329', '329', '329', '329', '329', '329', '399', '399', '399', '399', '399', '399', '450', '450', '450', '450']"
6601,stiff,['340']
6602,stiffen,['139']
6603,stiffer,"['039', '039']"
6604,still,"['001', '001', '001', '026', '026', '028', '028', '075', '109', '133', '152', '226', '230', '248', '360', '433', '496']"
6605,stimul,"['254', '269', '436']"
6606,stk,['242']
6607,stock,"['004', '004', '004', '004', '004', '004', '004', '008', '009', '009', '009', '010', '010', '010', '012', '016', '016', '016', '016', '016', '016', '016', '023', '023', '033', '033', '034', '034', '045', '061', '061', '061', '061', '061', '078', '078', '091', '098', '098', '098', '098', '098', '098', '098', '098', '104', '105', '107', '108', '109', '111', '111', '111', '111', '111', '119', '119', '123', '123', '123', '123', '124', '124', '124', '129', '129', '129', '130', '130', '135', '135', '135', '135', '135', '138', '138', '147', '147', '150', '150', '150', '150', '150', '152', '155', '155', '162', '171', '173', '173', '173', '173', '176', '176', '179', '188', '188', '192', '195', '195', '195', '195', '195', '195', '195', '196', '201', '208', '208', '223', '250', '251', '251', '263', '265', '268', '278', '283', '286', '289', '294', '294', '295', '296', '297', '297', '298', '310', '310', '310', '333', '344', '346', '351', '355', '383', '386', '388', '391', '394', '397', '404', '404', '404', '423', '423', '435', '438', '454', '464', '464', '465', '465', '465', '469', '469', '469', '469', '469', '469', '477', '478', '478', '486', '486']"
6608,stockhold,"['024', '033', '087', '087', '130']"
6609,stockholders',['196']
6610,stockholm,"['387', '449']"
6611,stockpil,['234']
6612,stodgel,['111']
6613,stood,"['195', '347']"
6614,stop,"['114', '123', '160', '160', '207', '314', '340', '382', '448', '463']"
6615,stoppag,['266']
6616,stora,"['446', '446', '446', '446']"
6617,storag,"['242', '242', '242', '242', '265', '265', '265', '348', '348', '348', '348']"
6618,store,"['160', '160', '224', '224', '265', '265', '265', '265', '274', '279', '280', '298', '319', '331', '338', '338', '338', '339', '348', '348', '398', '400', '400', '444', '444', '455', '455', '455', '456', '460', '460', '468', '470', '470', '470', '470']"
6619,stori,['028']
6620,storm,"['317', '317']"
6621,stow,['465']
6622,straight,"['143', '377']"
6623,strain,['431']
6624,strand,['378']
6625,strang,['097']
6626,strateg,"['202', '227', '276', '276', '376', '439']"
6627,strategi,"['227', '376', '426', '451']"
6628,strategist,"['028', '028', '028', '028', '495']"
6629,stream,['078']
6630,street,"['028', '045', '111', '123', '495']"
6631,strength,"['054', '195', '195', '268', '377']"
6632,strengthen,"['386', '392', '451']"
6633,stress,"['054', '134', '208', '261']"
6634,stretch,['316']
6635,stricken,"['311', '314']"
6636,strict,"['094', '230', '284', '454']"
6637,strictli,"['340', '463']"
6638,stride,['123']
6639,strike,"['026', '135', '135', '135', '205', '205', '205', '205', '266', '266', '266', '266', '378', '378', '437', '437', '437', '437', '437', '437', '437']"
6640,striker,"['205', '378']"
6641,string,['305']
6642,strip,['227']
6643,strohmaier,['045']
6644,strong,"['018', '023', '028', '039', '039', '045', '056', '056', '098', '098', '107', '107', '133', '145', '195', '208', '259', '268', '268', '268', '268', '328', '376', '376', '428', '436', '451', '470', '495']"
6645,strongli,"['135', '145', '272', '328', '462']"
6646,struck,['153']
6647,structur,"['134', '498']"
6648,struggl,"['111', '382']"
6649,student,['451']
6650,studi,"['028', '078', '132', '132', '233', '234', '234', '235', '277', '277', '277', '342', '342', '380', '380', '406', '406', '441', '496']"
6651,sub saharan,"['134', '134', '134', '134']"
6652,subcabinet level,['497']
6653,subcommitte,"['128', '247', '254', '254', '340', '422', '463', '463', '494']"
6654,subcontractor,['377']
6655,subdu,['399']
6656,subject,"['044', '046', '112', '123', '126', '188', '196', '228', '232', '261', '264', '294', '346', '388', '465', '465', '466']"
6657,submarin,['499']
6658,submit,"['122', '154', '249', '249', '473']"
6659,subordaint,['196']
6660,subordin,"['035', '070', '104', '171', '183', '196', '196', '213', '289', '295', '296', '304', '307', '352', '466']"
6661,subproduct,"['006', '006']"
6662,subscrib,['327']
6663,subscript,['471']
6664,subsequ,"['174', '239', '304', '492']"
6665,subsid,"['078', '340', '340', '419', '463', '463', '497', '497']"
6666,subsidi,"['340', '340', '422', '463', '463', '497', '497', '497']"
6667,subsidiari,"['002', '022', '044', '044', '056', '123', '129', '154', '161', '162', '179', '228', '232', '246', '301', '301', '324', '380', '389', '395', '395', '403', '407', '408', '408', '445', '493', '493']"
6668,subsidis,['454']
6669,substanc,['277']
6670,substanti,"['012', '023', '112', '147', '158', '174', '259', '262', '304', '404', '496']"
6671,succe,['404']
6672,succeed,"['052', '231', '259', '361', '420']"
6673,success,"['026', '089', '107', '243', '301', '304', '305', '307', '379', '379', '386', '496']"
6674,successor,['420']
6675,sudan,"['421', '421']"
6676,sudden,['026']
6677,suddenli,['111']
6678,suffer,"['277', '322', '484', '494']"
6679,suffici,"['047', '063', '133', '261']"
6680,suffield,"['119', '119', '360', '360', '360']"
6681,suffoc,['458']
6682,sugar,"['046', '046', '046', '046', '046', '422', '422', '422', '422', '422']"
6683,suggest,"['028', '054', '098', '155', '155', '234', '234', '379', '379', '451', '494', '497']"
6684,suiss,"['387', '449']"
6685,suisse first,"['162', '162']"
6686,suit,"['264', '264', '354', '428']"
6687,suitabl,['392']
6688,sullivan,"['054', '054']"
6689,sulphur,['255']
6690,sum,"['094', '227']"
6691,summer,['433']
6692,summit,"['136', '202', '208', '220']"
6693,sun,['334']
6694,sunday,['126']
6695,sunflowerse,"['006', '006']"
6696,sunk,['317']
6697,sunlaw,"['112', '112']"
6698,sunoil,['006']
6699,super,['049']
6700,supercomput,['431']
6701,superintend,['360']
6702,superior+,['001']
6703,supermarket,"['214', '214', '216', '216', '224', '319']"
6704,supervisor,['067']
6705,supplement,"['383', '466', '493']"
6706,suppli,"['059', '099', '099', '142', '208', '209', '209', '256', '268', '292', '304', '316', '316', '316', '343', '343', '382', '383', '384', '403', '403', '407', '451', '451', '493', '493', '498']"
